periodo_academico: 202264, curso_codigo: ADMI_1009, curso_nombre: ADMINISTRACION I, identificador_estudiante: 19585, nombre_completo: Jesús Manuel Fernández Martínez, final_nota: 9.11
periodo_academico: 202264, curso_codigo: ADMI_3030, curso_nombre: GESTION DEL CONOCIMIENTO, identificador_estudiante: 5558, nombre_completo: Francisco Fernando Díaz Medina, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_4015, curso_nombre: GESTION DE LA CALIDAD, identificador_estudiante: 189261, nombre_completo: Alicia Marta Gil Guerrero, final_nota: 9.87
periodo_academico: 202264, curso_codigo: ADMI_4027, curso_nombre: LOGISTICA EMPRESARIAL, identificador_estudiante: 178769, nombre_completo: Isabel Laura Castro Díaz, final_nota: 9.97
periodo_academico: 202264, curso_codigo: ADMI_4035, curso_nombre: PROYECTOS, identificador_estudiante: 202467, nombre_completo: Andrea Esther Caño González, final_nota: 9.69
periodo_academico: 202264, curso_codigo: ADMI_4038, curso_nombre: EMPRENDIMIENTO, identificador_estudiante: 150760, nombre_completo: Cristina Isabel Cortés González, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_4045, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 2, identificador_estudiante: 25312, nombre_completo: Juana Ángela Delgado Sanz, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_4046, curso_nombre: PASANTI PRE-PROF PRACTICUM 3.1, identificador_estudiante: 176190, nombre_completo: Álex Ricardo Marín Ortíz, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_4079, curso_nombre: GESTION DE NUEVOS NEGOCIOS, identificador_estudiante: 171994, nombre_completo: Beatriz Lucía Molina Navarro, final_nota: 9.77
periodo_academico: 202264, curso_codigo: ADMI_4080, curso_nombre: PRACTICUM 3, identificador_estudiante: 184886, nombre_completo: Belén Ángela Navarro Santos, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_4081, curso_nombre: INTELIG ESTRAT Y METOD INTERNA, identificador_estudiante: 102557, nombre_completo: Miguel David Fernández Rodríguez, final_nota: 9.81
periodo_academico: 202264, curso_codigo: ADMI_4082, curso_nombre: COMPORTAMIENTO ORGANIZACIONAL, identificador_estudiante: 86305, nombre_completo: Sergio Daniel García Marín, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_4083, curso_nombre: E-COMMERCE, identificador_estudiante: 100679, nombre_completo: Encarnación Eva Muñoz Romero, final_nota: 9.83
periodo_academico: 202264, curso_codigo: ADMI_4087, curso_nombre: PRACTICUM 4.1 TRAB DE INTE/EXA, identificador_estudiante: 3428, nombre_completo: Sergio Ricardo Delgado Ramos, final_nota: 9.73
periodo_academico: 202264, curso_codigo: ADMI_4088, curso_nombre: RESPONSABILIDAD SOCIAL EMPRE, identificador_estudiante: 152623, nombre_completo: Julia Ángela Díaz Suárez, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_4090, curso_nombre: PROYECTOS, identificador_estudiante: 221182, nombre_completo: Marcos Antonio García González, final_nota: 9.77
periodo_academico: 202264, curso_codigo: ADMI_4092, curso_nombre: PROSPECTIVA EMPRESARIAL Y A, identificador_estudiante: 4052, nombre_completo: Javier Ricardo Rubio Serrano, final_nota: 9.60
periodo_academico: 202264, curso_codigo: ADMI_4094, curso_nombre: GESTION DEL TALENTO HUMANO, identificador_estudiante: 192656, nombre_completo: José David Gutiérrez Torres, final_nota: 9.30
periodo_academico: 202264, curso_codigo: ADMI_4095, curso_nombre: ADMINISTRACION DE TECN Y SISTE, identificador_estudiante: 116435, nombre_completo: Beatriz Belén Delgado Marín, final_nota: 9.85
periodo_academico: 202264, curso_codigo: ADMI_4121, curso_nombre: FORMULACION Y EVALUACION DE PR, identificador_estudiante: 199580, nombre_completo: Andrea Josefa Morales Núñez, final_nota: 9.00
periodo_academico: 202264, curso_codigo: ADMI_4126, curso_nombre: FORM EVALUAC DE PROYECTOS, identificador_estudiante: 150112, nombre_completo: Cristina Isabel Iglesias Ortíz, final_nota: 8.76
periodo_academico: 202264, curso_codigo: ADMI_5005, curso_nombre: ADMINISTRACION ESTRATEGICA, identificador_estudiante: 26157, nombre_completo: José Álex Iglesias Martín, final_nota: 9.88
periodo_academico: 202264, curso_codigo: ADMI_5025, curso_nombre: GESTION PRODUCTIVA 4.2, identificador_estudiante: 71708, nombre_completo: Antonia Julia Ortega Santos, final_nota: 9.54
periodo_academico: 202264, curso_codigo: ADMI_5046, curso_nombre: PASANT PRE-PROF PRACTICUM 3.2, identificador_estudiante: 202214, nombre_completo: Alba Inmaculada Díaz Sánchez, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_5047, curso_nombre: SEMINARIO DE FIN DE CARRERA, identificador_estudiante: 43228, nombre_completo: Mario Álex Blanco Pérez, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_5060, curso_nombre: TRABAJO DE TIT (PRACTICUM 4), identificador_estudiante: 143773, nombre_completo: Jesús Pedro Cortés Rubio, final_nota: 9.82
periodo_academico: 202264, curso_codigo: ADMI_5064, curso_nombre: HABILIDADES GERENCIALES, identificador_estudiante: 183192, nombre_completo: Marcos Daniel Pérez Suárez, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ADMI_5065, curso_nombre: METODOS DE VALOR DE EMPRESAS, identificador_estudiante: 102557, nombre_completo: Miguel David Fernández Rodríguez, final_nota: 8.81
periodo_academico: 202264, curso_codigo: ADMI_5066, curso_nombre: ADMINISTRACION ESTRATEGICA, identificador_estudiante: 91495, nombre_completo: Alicia Belén Blanco Torres, final_nota: 9.76
periodo_academico: 202264, curso_codigo: ADMI_5067, curso_nombre: GESTION DE LA CALIDAD, identificador_estudiante: 16512, nombre_completo: Pablo Ricardo Caño Morales, final_nota: 9.96
periodo_academico: 202264, curso_codigo: ADMI_5068, curso_nombre: PRACTICUM 4.2 TRAB DE INTE/EXA, identificador_estudiante: 59192, nombre_completo: Concepción Eva Jiménez Vázquez, final_nota: 8.21
periodo_academico: 202264, curso_codigo: ADMI_5071, curso_nombre: DIRECCION ESTRATEGICA, identificador_estudiante: 184499, nombre_completo: Ricardo Álvaro Garrido Torres, final_nota: 9.88
periodo_academico: 202264, curso_codigo: ADMI_5077, curso_nombre: GESTION DE PROYECTOS, identificador_estudiante: 148202, nombre_completo: Carmen Julia Cortés Serrano, final_nota: 8.99
periodo_academico: 202264, curso_codigo: ADMI_5079, curso_nombre: EMPREN CON BASE TECNOLOGICA II, identificador_estudiante: 28294, nombre_completo: Carmen Laura Santos Serrano, final_nota: 9.69
periodo_academico: 202264, curso_codigo: ARQU_1092, curso_nombre: URBANIZACION Y CAMBIO CLIMATIC, identificador_estudiante: 170624, nombre_completo: Marcos Sergio Lozano Marín, final_nota: 9.00
periodo_academico: 202264, curso_codigo: ARTE_1050, curso_nombre: AEROGRAFIA, identificador_estudiante: 54962, nombre_completo: José Álex Navarro Sanz, final_nota: 10.00
periodo_academico: 202264, curso_codigo: ARTE_1089, curso_nombre: FUND DEL LENGUAJE VISUAL, identificador_estudiante: 192013, nombre_completo: Alicia Carmen Núñez Suárez, final_nota: 8.80
periodo_academico: 202264, curso_codigo: ARTE_4020, curso_nombre: PINTURA, identificador_estudiante: 109733, nombre_completo: Concepción Eva Cruz Martínez, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COME_1005, curso_nombre: COMERCIO EXTERIOR, identificador_estudiante: 198311, nombre_completo: Manuel David Alonso Delgado, final_nota: 9.95
periodo_academico: 202264, curso_codigo: COME_3002, curso_nombre: COMERCIO EXTERIOR, identificador_estudiante: 16512, nombre_completo: Pablo Ricardo Caño Morales, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COME_3003, curso_nombre: NEGOCIOS INTERNACIONALES, identificador_estudiante: 150112, nombre_completo: Cristina Isabel Iglesias Ortíz, final_nota: 9.52
periodo_academico: 202264, curso_codigo: COME_5000, curso_nombre: MERCADO DE VALORES, identificador_estudiante: 83049, nombre_completo: Mario Sergio Iglesias Martín, final_nota: 9.87
periodo_academico: 202264, curso_codigo: COMP_1000, curso_nombre: COMPUTACION, identificador_estudiante: 82806, nombre_completo: Elena Isabel Muñoz Ramos, final_nota: 7.06
periodo_academico: 202264, curso_codigo: COMP_1034, curso_nombre: FUNDAMENTOS INFORMATICOS, identificador_estudiante: 18682, nombre_completo: Ana Antonia Gómez Sanz, final_nota: 9.97
periodo_academico: 202264, curso_codigo: COMP_1075, curso_nombre: FUNDAMENTOS COMPUTACIONALES, identificador_estudiante: 192009, nombre_completo: Alba Josefa Castro Sánchez, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COMP_1077, curso_nombre: PYTHON INTERMEDIO APLICADO A L, identificador_estudiante: 62742, nombre_completo: Dolores Ángela Alonso Jiménez, final_nota: 8.26
periodo_academico: 202264, curso_codigo: COMP_1078, curso_nombre: COMPUTACION Y SOCIEDAD, identificador_estudiante: 22781, nombre_completo: Sergio Álvaro Cortés Santos, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COMP_1081, curso_nombre: COMPUTACION Y SOCIEDAD, identificador_estudiante: 220550, nombre_completo: José Víctor Guerrero Serrano, final_nota: 7.38
periodo_academico: 202264, curso_codigo: COMP_2011, curso_nombre: PRACTICUM 1.1, identificador_estudiante: 150394, nombre_completo: Antonia Juana García Rubio, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COMP_3011, curso_nombre: SISTEMAS OPERATIVOS, identificador_estudiante: 114946, nombre_completo: Dolores Esther González Torres, final_nota: 9.03
periodo_academico: 202264, curso_codigo: COMP_3013, curso_nombre: INTRODUCCION A LA INTELIGENCIA, identificador_estudiante: 92836, nombre_completo: Esther Marta Morales Muñoz, final_nota: 8.69
periodo_academico: 202264, curso_codigo: COMP_3019, curso_nombre: PRACTICUM 2.1, identificador_estudiante: 192010, nombre_completo: Luis Rubén Medina Morales, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COMP_4010, curso_nombre: PRACTICUM 3 SERVICIO COMUNITAR, identificador_estudiante: 144390, nombre_completo: Antonio Víctor Díaz Ortega, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COMP_4012, curso_nombre: FUND DE INTE ARTIFICIAL, identificador_estudiante: 13497, nombre_completo: David Javier Delgado Ortíz, final_nota: 9.90
periodo_academico: 202264, curso_codigo: COMP_5004, curso_nombre: PROYEC DE FIN DE CARRER GP4.1, identificador_estudiante: 54962, nombre_completo: José Álex Navarro Sanz, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COMP_5006, curso_nombre: ARQ Y COMP PARALELA, identificador_estudiante: 122091, nombre_completo: Alicia Josefa Martín Sánchez, final_nota: 8.82
periodo_academico: 202264, curso_codigo: COMP_5020, curso_nombre: SISTEMAS INTELIGENTES, identificador_estudiante: 220550, nombre_completo: José Víctor Guerrero Serrano, final_nota: 9.03
periodo_academico: 202264, curso_codigo: COMP_5022, curso_nombre: PRACTICUM 4.2, identificador_estudiante: 28294, nombre_completo: Carmen Laura Santos Serrano, final_nota: 10.00
periodo_academico: 202264, curso_codigo: COMP_5023, curso_nombre: TECNOLOGIAS EMERGENTES, identificador_estudiante: 125884, nombre_completo: Ricardo Fernando Díaz Rodríguez, final_nota: 8.68
periodo_academico: 202264, curso_codigo: CONT_1015, curso_nombre: AUDITORIA II, identificador_estudiante: 61063, nombre_completo: Inmaculada Juana Blanco Rodríguez, final_nota: 9.32
periodo_academico: 202264, curso_codigo: CONT_1083, curso_nombre: FUNDAMENTOS DE CONTABILIDAD, identificador_estudiante: 76717, nombre_completo: Francisco Javier Lozano Sanz, final_nota: 10.00
periodo_academico: 202264, curso_codigo: CONT_1084, curso_nombre: EPISTEMOLOGIA DE CONTA Y AUDIT, identificador_estudiante: 151721, nombre_completo: Jesús David Guerrero Marín, final_nota: 9.90
periodo_academico: 202264, curso_codigo: CONT_1085, curso_nombre: CONTABILIDAD FINANCIERA, identificador_estudiante: 8856, nombre_completo: Álex Fernando Domínguez Santos, final_nota: 9.90
periodo_academico: 202264, curso_codigo: CONT_2015, curso_nombre: CONTABILIDAD BANCARIA, identificador_estudiante: 61625, nombre_completo: Concepción Irene Martín Romero, final_nota: 9.26
periodo_academico: 202264, curso_codigo: CONT_2025, curso_nombre: CONTABILIDAD FINANCIERA AVANZA, identificador_estudiante: 247311, nombre_completo: Alba Inmaculada Ortíz Serrano, final_nota: 9.97
periodo_academico: 202264, curso_codigo: CONT_2026, curso_nombre: PRACTICA TRIBUTARIA, identificador_estudiante: 213918, nombre_completo: Ángel Sergio Díaz Muñoz, final_nota: 10.00
periodo_academico: 202264, curso_codigo: CONT_2027, curso_nombre: CONTABILIDAD CORPORATIVA, identificador_estudiante: 1983, nombre_completo: Raúl Pedro Martín Sanz, final_nota: 9.96
periodo_academico: 202264, curso_codigo: CONT_2028, curso_nombre: CONTABILIDAD GUBERNAMENTAL, identificador_estudiante: 170829, nombre_completo: Manuel Ángel Díaz García, final_nota: 9.92
periodo_academico: 202264, curso_codigo: CONT_2029, curso_nombre: PRACTICUM 1, identificador_estudiante: 30645, nombre_completo: Dolores Julia Castro Gutiérrez, final_nota: 10.00
periodo_academico: 202264, curso_codigo: CONT_2032, curso_nombre: CONTABILIDAD DE COSTOS OPERATI, identificador_estudiante: 149001, nombre_completo: Francisco Álvaro Molina Álvarez, final_nota: 8.88
periodo_academico: 202264, curso_codigo: CONT_2035, curso_nombre: SISTEMAS DE COSTOS, identificador_estudiante: 182894, nombre_completo: Alicia Isabel Blanco García, final_nota: 10.00
periodo_academico: 202264, curso_codigo: CONT_3002, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 1, identificador_estudiante: 80475, nombre_completo: Concepción Josefa Marín Sánchez, final_nota: 9.70
periodo_academico: 202264, curso_codigo: CONT_3017, curso_nombre: CONTABILIDAD GUBERNAMENTAL, identificador_estudiante: 153351, nombre_completo: Beatriz Belén Castillo Fernández, final_nota: 8.72
periodo_academico: 202264, curso_codigo: CONT_3025, curso_nombre: CONTABILIDAD DE INSTITUC FINAN, identificador_estudiante: 165030, nombre_completo: Alba Laura Núñez Ruiz, final_nota: 9.87
periodo_academico: 202264, curso_codigo: CONT_3026, curso_nombre: CONTABILIDAD DE COSTOS, identificador_estudiante: 152623, nombre_completo: Julia Ángela Díaz Suárez, final_nota: 9.77
periodo_academico: 202264, curso_codigo: CONT_3027, curso_nombre: PRINCIPIOS DE AUDITORIA, identificador_estudiante: 112954, nombre_completo: Miguel Pedro Cruz Iglesias, final_nota: 9.85
periodo_academico: 202264, curso_codigo: CONT_3028, curso_nombre: INTRO AUDITORIA FORENSE EMPRES, identificador_estudiante: 100104, nombre_completo: Sergio Fernando Iglesias Martínez, final_nota: 9.86
periodo_academico: 202264, curso_codigo: CONT_3029, curso_nombre: DISEÑO DE SISTEMAS DE COSTOS, identificador_estudiante: 183768, nombre_completo: Beatriz Belén Cortés Molina, final_nota: 9.60
periodo_academico: 202264, curso_codigo: CONT_3030, curso_nombre: APLICACIONES DE COSTOS, identificador_estudiante: 180055, nombre_completo: Luis Andrés Iglesias Morales, final_nota: 9.96
periodo_academico: 202264, curso_codigo: CONT_3031, curso_nombre: APLIC AUDIT FORENS CICLOS TRAN, identificador_estudiante: 36170, nombre_completo: Álex Sergio Ramírez Rubio, final_nota: 9.96
periodo_academico: 202264, curso_codigo: CONT_3037, curso_nombre: PRACTICUM 2, identificador_estudiante: 54944, nombre_completo: Francisco Andrés Castro Molina, final_nota: 10.00
periodo_academico: 202264, curso_codigo: CONT_3038, curso_nombre: PRACTICUM 3 SERVICIO COMUNITA, identificador_estudiante: 192384, nombre_completo: Beatriz Julia García Hernández, final_nota: 10.00
periodo_academico: 202264, curso_codigo: CONT_4000, curso_nombre: PASANTI PRE-PROF PRACTICUM 3.1, identificador_estudiante: 147261, nombre_completo: Manuel Fernando Martínez Álvarez, final_nota: 9.98
periodo_academico: 202264, curso_codigo: CONT_4006, curso_nombre: AUDITORIA I, identificador_estudiante: 61625, nombre_completo: Concepción Irene Martín Romero, final_nota: 9.49
periodo_academico: 202264, curso_codigo: CONT_4008, curso_nombre: PASANTIAS PRE-PROF PRACTICUM 2, identificador_estudiante: 53160, nombre_completo: Andrea Josefa López Ruiz, final_nota: 10.00
periodo_academico: 202264, curso_codigo: CONT_4010, curso_nombre: COMPUTACION APLICADA, identificador_estudiante: 65947, nombre_completo: Beatriz Juana Blanco Sanz, final_nota: 9.60
periodo_academico: 202264, curso_codigo: CONT_4026, curso_nombre: FIJACION PREC Y ADMIN DE COSTO, identificador_estudiante: 169321, nombre_completo: Encarnación Josefa Castro Garrido, final_nota: 9.29
periodo_academico: 202264, curso_codigo: CONT_4028, curso_nombre: AUDITORIA DE GESTION, identificador_estudiante: 175148, nombre_completo: Jesús David Fernández Ramos, final_nota: 9.88
periodo_academico: 202264, curso_codigo: CONT_4029, curso_nombre: COSTOS RELEV PARA TOMA DECISIO, identificador_estudiante: 195380, nombre_completo: Jesús Miguel Domínguez Marín, final_nota: 9.30
periodo_academico: 202264, curso_codigo: CONT_4030, curso_nombre: AUDIT INT Y ADMIN RIESGOS ERM, identificador_estudiante: 166522, nombre_completo: Raúl Pedro Serrano Álvarez, final_nota: 9.28
periodo_academico: 202264, curso_codigo: CONT_4032, curso_nombre: PRACTICUM 4.1 TRAB DE INTE/EXA, identificador_estudiante: 141417, nombre_completo: Cristina Eva Fernández Ruiz, final_nota: 9.65
periodo_academico: 202264, curso_codigo: CONT_4033, curso_nombre: CONTABILIDAD AGRARIA, identificador_estudiante: 179822, nombre_completo: Sergio Álvaro Martín Navarro, final_nota: 9.89
periodo_academico: 202264, curso_codigo: CONT_4034, curso_nombre: PRACTICUM 4.2 TRAB DE INTE/EXA, identificador_estudiante: 127364, nombre_completo: Álex Rubén Ramírez Sanz, final_nota: 9.70
periodo_academico: 202264, curso_codigo: CONT_5000, curso_nombre: TRABAJO DE TIT (PRACTICUM 4), identificador_estudiante: 22466, nombre_completo: José Álvaro Moreno Ramírez, final_nota: 9.94
periodo_academico: 202264, curso_codigo: CONT_5002, curso_nombre: AUDITORIA III, identificador_estudiante: 165033, nombre_completo: Mario Raúl Cruz Lozano, final_nota: 9.86
periodo_academico: 202264, curso_codigo: CONT_5004, curso_nombre: SEMINARIO DE FIN DE CARRERA, identificador_estudiante: 183802, nombre_completo: Josefa Marta Cruz Hernández, final_nota: 10.00
periodo_academico: 202264, curso_codigo: CONT_5006, curso_nombre: CONTABILIDAD GERENCIAL, identificador_estudiante: 4381, nombre_completo: Sergio Andrés Fernández Iglesias, final_nota: 9.83
periodo_academico: 202264, curso_codigo: CONT_5010, curso_nombre: PASANT PRE-PROF PRACTICUM 3.2, identificador_estudiante: 170046, nombre_completo: Beatriz Carmen Alonso Sánchez, final_nota: 9.95
periodo_academico: 202264, curso_codigo: CONT_5012, curso_nombre: PROYECTO FIN CARRERA II GP 4.2, identificador_estudiante: 193151, nombre_completo: José Pablo Molina Suárez, final_nota: 8.99
periodo_academico: 202264, curso_codigo: CONT_5023, curso_nombre: CONTABILIDAD GERENCIAL, identificador_estudiante: 150112, nombre_completo: Cristina Isabel Iglesias Ortíz, final_nota: 9.44
periodo_academico: 202264, curso_codigo: DERE_1102, curso_nombre: LEGISLACION MONETARIA Y BANCAR, identificador_estudiante: 71225, nombre_completo: Mario Andrés Cortés Guerrero, final_nota: 6.48
periodo_academico: 202264, curso_codigo: DERE_1181, curso_nombre: DERECHO LABORAL, identificador_estudiante: 99782, nombre_completo: Antonia Elena Castro Ramos, final_nota: 9.90
periodo_academico: 202264, curso_codigo: DERE_1182, curso_nombre: DERECHO TRIBUTARIO, identificador_estudiante: 178629, nombre_completo: Raúl Víctor Castillo Domínguez, final_nota: 9.79
periodo_academico: 202264, curso_codigo: DERE_2072, curso_nombre: LEGISLACION MERCANTIL Y SOCIET, identificador_estudiante: 59161, nombre_completo: Sergio Daniel Fernández Rubio, final_nota: 9.85
periodo_academico: 202264, curso_codigo: DERE_3050, curso_nombre: CONTRATACION PUBLICA, identificador_estudiante: 152623, nombre_completo: Julia Ángela Díaz Suárez, final_nota: 9.97
periodo_academico: 202264, curso_codigo: DERE_4054, curso_nombre: DERECHO TRIBUTARIO, identificador_estudiante: 86305, nombre_completo: Sergio Daniel García Marín, final_nota: 9.82
periodo_academico: 202264, curso_codigo: DIPP_3001, curso_nombre: INVESTIGACION OPERATIVA TOMA D, identificador_estudiante: 4052, nombre_completo: Javier Ricardo Rubio Serrano, final_nota: 9.78
periodo_academico: 202264, curso_codigo: DRBD_2004, curso_nombre: FUNDAMENTOS DE BASE DE DATOS, identificador_estudiante: 138802, nombre_completo: Josefa Julia Ramos Santos, final_nota: 9.65
periodo_academico: 202264, curso_codigo: DRBD_4014, curso_nombre: REDES Y SISTEMAS DISTRIBUIDOS, identificador_estudiante: 92836, nombre_completo: Esther Marta Morales Muñoz, final_nota: 9.34
periodo_academico: 202264, curso_codigo: DRBD_4015, curso_nombre: INTEROPERY EXPLO DATOS ECO HET, identificador_estudiante: 47565, nombre_completo: Jesús Álvaro Gil Morales, final_nota: 9.23
periodo_academico: 202264, curso_codigo: DRBD_5003, curso_nombre: ARQ Y SEGURIDAD DE REDES, identificador_estudiante: 192013, nombre_completo: Alicia Carmen Núñez Suárez, final_nota: 8.68
periodo_academico: 202264, curso_codigo: DSOF_1067, curso_nombre: INTRODUCCION A LA PROGRAMACION, identificador_estudiante: 192009, nombre_completo: Alba Josefa Castro Sánchez, final_nota: 10.00
periodo_academico: 202264, curso_codigo: DSOF_1074, curso_nombre: PLAN ESTRATEGIC TRANSF DIGITAL, identificador_estudiante: 134707, nombre_completo: Jesús Francisco Alonso Garrido, final_nota: 7.45
periodo_academico: 202264, curso_codigo: DSOF_2030, curso_nombre: ESTRUCTURAS DISCRETAS, identificador_estudiante: 192009, nombre_completo: Alba Josefa Castro Sánchez, final_nota: 9.82
periodo_academico: 202264, curso_codigo: DSOF_2035, curso_nombre: PROG FUNCIONAL Y REACTIVA, identificador_estudiante: 122695, nombre_completo: Daniel Alberto López Núñez, final_nota: 9.97
periodo_academico: 202264, curso_codigo: DSOF_2043, curso_nombre: TECNOLOGIAS WEB, identificador_estudiante: 192889, nombre_completo: Alba Cristina Alonso Gómez, final_nota: 7.62
periodo_academico: 202264, curso_codigo: DSOF_3037, curso_nombre: INGENIERIA WEB, identificador_estudiante: 4250, nombre_completo: Marcos Ángel Gómez Sánchez, final_nota: 9.00
periodo_academico: 202264, curso_codigo: DSOF_4004, curso_nombre: ARQUITECTURA DE APLICACIONES, identificador_estudiante: 41035, nombre_completo: Marta Ángela Díaz Ortega, final_nota: 9.29
periodo_academico: 202264, curso_codigo: DSOF_4009, curso_nombre: INTELIGENCIA ARTIFICIAL, identificador_estudiante: 11130, nombre_completo: Raúl David Medina Ortega, final_nota: 9.11
periodo_academico: 202264, curso_codigo: DSOF_4069, curso_nombre: ARQUITECTURA DE SOFTWARE, identificador_estudiante: 108812, nombre_completo: Raúl Sergio Blanco Martínez, final_nota: 9.72
periodo_academico: 202264, curso_codigo: DSOF_4070, curso_nombre: PLATAFORMAS MOVILES, identificador_estudiante: 138802, nombre_completo: Josefa Julia Ramos Santos, final_nota: 9.30
periodo_academico: 202264, curso_codigo: DSOF_5015, curso_nombre: SEGURIDAD DE LA INFORMACION, identificador_estudiante: 11130, nombre_completo: Raúl David Medina Ortega, final_nota: 8.66
periodo_academico: 202264, curso_codigo: DSOF_5025, curso_nombre: SEGURIDAD DE LA INFORMACION, identificador_estudiante: 116398, nombre_completo: Pablo Andrés Núñez Pérez, final_nota: 8.20
periodo_academico: 202264, curso_codigo: ECMA_4003, curso_nombre: ECONOMETRIA II, identificador_estudiante: 138923, nombre_completo: Ángel Daniel Garrido Romero, final_nota: 3.43
periodo_academico: 202264, curso_codigo: ECMA_4004, curso_nombre: ECONOMETRIA III, identificador_estudiante: 44853, nombre_completo: Ángel Javier Blanco Guerrero, final_nota: 9.24
periodo_academico: 202264, curso_codigo: ECON_1055, curso_nombre: HISTORIA DEL PENSAMIENTO ECONO, identificador_estudiante: 179473, nombre_completo: Alba Beatriz Castillo Ramos, final_nota: 9.66
periodo_academico: 202264, curso_codigo: ECON_1087, curso_nombre: HISTORIA ECONOMICA DEL ECUADOR, identificador_estudiante: 224006, nombre_completo: Alicia Julia Iglesias Morales, final_nota: 10.00
